MAPID	MAPSETID	MAPCONCEPTID	MAPOPTION	MAPGROUP	MAPPRIORITY	MAPTARGETID	MAPCATEGORY	MAPRULE	MAPADVICE
131182061	110040	424131007	1	1	1	1883059	11		OTHERWISE
131222068	110040	42440009	11	2	11	750050	31		IFA: Visual hallucinations
174008066	110040	42440009	2	2	2	412058	32		IFA: Those associated with mental disorders,as functional psychoses unspecified schizophrenia other and unspecified episodic mood
174016063	110040	424643009	4	1	4	6023059	31		IFA: Asthma wood
164951066	110040	425066001	1	1	1	4093053	12		OTHERWISE
174018062	110040	42513006	1	1	1	770057	11		OTHERWISE
174023062	110040	42810003	1	1	1	407059	31		IFA: Circular type, if previous attack was of manic type (296.5x)
174026069	110040	42810003	4	1	4	422051	31		IFA: Reactive depression: Psychotic
174027061	110040	42810003	5	1	5	423059	31		IFA: Reactive excitation
174031066	110040	42818005	1	1	1	2183058	11		OTHERWISE
174032060	110040	42942008	1	1	1	2129056	12		OTHERWISE
174035063	110040	42982001	3	1	3	1073057	11		OTHERWISE
174039068	110040	42984000	4	1	4	1850053	11		OTHERWISE
174043067	110040	43031006	1	1	1	5050055	11		OTHERWISE
174045061	110040	43064006	2	1	2	6419057	31		IFA: Hydroureter
174047068	110040	43077002	1	1	1	6486059	31		IFA: Atrophy of testis
174048064	110040	43077002	2	1	2	1202057	11		OTHERWISE
174049066	110040	4308002	1	1	1	2301050	12		OTHERWISE
174053068	110040	43234007	1	1	1	7186057	11		OTHERWISE
134259068	110040	43240000	1	1	1	1977058	31		IFA: Diarrhea NOS
169410062	110040	43242008	2	1	2	4953052	32		IFA: Migraine (346.0-346.9)
174054063	110040	43295006	1	1	1	7817055	12		OTHERWISE
174058060	110040	43364001	3	1	3	6489053	32		GAMR: Male: Symptoms referable to genital organs (608.0-608.9)
174059067	110040	43364001	4	1	4	485051	32		IFA: Psychogenic: Symptoms referable to genital organs (302.70-302.79)
174062065	110040	43478001	1	1	1	1250058	32		GAMR: Female: Symptoms referable to genital organs (625.0-625.9)
174063061	110040	43478001	2	1	2	1196055	32		GAMR: Male: Symptoms referable to genital organs (607.0-607.9)
174069062	110040	43548008	1	1	1	6564058	11		OTHERWISE
174076066	110040	43769008	3	1	3	423059	31		IFA: Reactive excitation
174077063	110040	43769008	4	1	4	4808054	11		OTHERWISE
134726066	110040	4386001	2	1	2	9535247051	32		IFA: Asthma (493.00-493.92)
134727063	110040	4386001	3	1	3	9547226050	31		IFA: Exercise induced bronchospasm
174083060	110040	43878008	1	1	1	3366051	11		OTHERWISE
134775067	110040	43959009	1	1	1	4569052	11		OTHERWISE
174088068	110040	44001008	2	1	2	1202057	11		OTHERWISE
134822060	110040	44088000	1	1	1	5800053	12		OTHERWISE
174095060	110040	44186003	1	1	1	1843054	11		OTHERWISE
174098063	110040	44268007	1	1	1	703059	12		OTHERWISE
174105067	110040	44532001	1	1	1	9340059	12		OTHERWISE
174114063	110040	44730006	10	1	10	1997050	31		IFA: Uremia, extrarenal
174117069	110040	44730006	13	1	13	1157053	12		OTHERWISE
174118060	110040	44730006	3	1	3	6585058	32		IFA: That complicating abortion (634.3x)
174121063	110040	44730006	6	1	6	6615055	32		IFA: That complicating abortion (637.3x)
174122069	110040	44730006	7	1	7	6627057	31		IFA: That complicating abortion: Failed attempted abortion complicated by renal failure
174125066	110040	44771000	1	1	1	1211057	11		OTHERWISE
174130065	110040	44801007	1	1	1	8700055	11		OTHERWISE
174131069	110040	44808001	1	1	1	965057	12		OTHERWISE
174133067	110040	44865000	2	1	2	4519057	31		IFA: Polycythemia,primary
174135061	110040	44865000	4	1	4	392055	11		OTHERWISE
174141067	110040	45177002	1	1	1	880051	11		OTHERWISE
174144060	110040	45198002	3	1	3	7591051	31		IFA: Neonatal infective mastitis
174149069	110040	45326000	1	1	1	1525057	11		OTHERWISE
174153066	110040	45352006	2	1	2	620051	31		IFA: Chorea NOS
174155060	110040	45352006	4	1	4	9555491059	31		IFA: Infantile spasms,with intractable epilepsy
174158063	110040	45352006	7	1	7	660052	32		IFA: Other paralytic syndromes (344.0x - 344.9)
135469067	110040	45376003	1	2	1	9541339055	22		OTHERWISE
174166066	110040	45534005	5	1	5	1080055	11		OTHERWISE
135554069	110040	4557003	3	1	3	5736058	11		OTHERWISE
174171060	110040	45623002	1	1	1	5183051	20		UAC
174172066	110040	45636002	1	1	1	1636059	11		OTHERWISE
174173062	110040	4568003	1	1	1	1960058	11		OTHERWISE
174175068	110040	45757002	1	1	1	1334050	12		OTHERWISE
174177061	110040	45781009	2	1	2	9555507051	31		IFA: Causalgia upper limb
174182067	110040	4586000	1	1	1	9366056	11		OTHERWISE
174183063	110040	45861001	1	1	1	7079050	11		OTHERWISE
174185069	110040	45939007	1	1	1	1647053	11		OTHERWISE
174186065	110040	45945004	1	1	1	9363051	11		OTHERWISE
174191066	110040	46109009	1	1	1	5738057	11		OTHERWISE
135780068	110040	46177005	1	1	1	9550323054	11		OTHERWISE
174196062	110040	46206005	1	1	1	412058	12		OTHERWISE
135807063	110040	46253008	1	1	1	5889052	12		OTHERWISE
174200066	110040	46343005	1	1	1	5525050	11		OTHERWISE
174201065	110040	46422008	1	1	1	7863053	11		OTHERWISE
174204063	110040	46621007	2	1	2	7581058	31		IFA: Atelectasis,primary
174205062	110040	46621007	3	1	3	9555093052	32		IFA: Tuberculous
174218069	110040	46876003	2	1	2	1204056	31		IFA: Breast,NOS
174219062	110040	46876003	3	1	3	6801059	32		IFA: Puerperal
174221066	110040	46876003	5	1	5	1218050	31		IFA: Other abscess of vulva
174223069	110040	46876003	7	1	7	6480052	31		IFA: Other inflammatory disorders of penis
136121066	110040	46970008	1	1	1	5995052	11		OTHERWISE
174229068	110040	47032000	3	1	3	7588051	31		IFA: Hydrocephalus,due to congenital toxoplasmosis
174232066	110040	47099006	1	1	1	5230050	11		OTHERWISE
174235068	110040	47135001	1	1	1	7227057	11		OTHERWISE
174245065	110040	47461006	1	1	1	9570410057	11		OTHERWISE
174248067	110040	47505003	3	1	3	401058	32		IFA: Posttraumatic brain syndrome,psychotic (293.0-293.9)
174249060	110040	47505003	4	1	4	4859050	11		OTHERWISE
174251061	110040	47639008	1	1	1	6829056	11		OTHERWISE
174252067	110040	47693006	1	1	1	6244054	31		IFA: Acute appendicitis with peritoneal abscess
174254068	110040	47704002	1	1	1	5411052	11		OTHERWISE
174258066	110040	47874006	1	1	1	8006055	12		OTHERWISE
174264060	110040	48125009	1	1	1	9547269055	11		OTHERWISE
174268062	110040	48167000	2	1	2	977054	31		IFA: Transient global amnesia
174270065	110040	48194001	1	1	1	1274055	12		OTHERWISE
174271069	110040	48210000	1	1	1	7022056	11		OTHERWISE
174275061	110040	48334007	1	1	1	7421058	11		OTHERWISE
136683065	110040	48340000	2	1	2	1975053	31		IFA: Incontinence of feces
136684060	110040	48340000	3	1	3	100051	0		OTHERWISE
174278064	110040	48422000	1	1	1	2307054	12		OTHERWISE
174282062	110040	48475001	3	1	3	7494059	31		IFA: Congenital
174285060	110040	48500005	2	1	2	416055	11		OTHERWISE
174289065	110040	48532005	1	1	1	2301050	12		OTHERWISE
136780061	110040	4855003	1	2	1	5067054	11		OTHERWISE
174291063	110040	48606007	1	1	1	9555741059	20		UAC
174293060	110040	48611009	2	1	2	6829056	31		IFA: Pilonidal cyst - without mention of abscess
174298068	110040	48724000	1	1	1	5691059	31		IFA: Mitral valve,disease
174300068	110040	48724000	3	1	3	5688059	31		IFA: Mitral valve,stenosis
174301067	110040	48724000	4	1	4	5689054	31		IFA: The listed conditions specified as rheumatic
174302061	110040	48724000	5	1	5	5700056	32		IFA: The listed conditions,unspecified as to cause but with mention of,diseases of aortic valve (396.0-396.9)
174304060	110040	48724000	7	1	7	956051	11		OTHERWISE
174305064	110040	48782003	1	1	1	1299059	32		IFA: Breech delivery assisted spontaneous NOS (652.2x)
174309069	110040	48782003	5	1	5	1292050	20		UAC
136924060	110040	48867003	4	1	4	9549783051	31		IFA: Neonatal bradycardia
174310060	110040	48880000	1	1	1	6567052	11		OTHERWISE
174312067	110040	49049000	1	1	1	4905053	11		OTHERWISE
174324061	110040	49468007	3	1	3	422051	31		IFA: Reactive depressive psychosis
174330061	110040	49512000	3	1	3	422051	31		IFA: Reactive depressive psychosis
174331062	110040	49512000	4	1	4	423059	31		IFA: Reactive excitation
137251060	110040	49601007	1	1	1	5711051	32		IFA: That due to hypertension (402.0x-402.9x)
137252066	110040	49601007	2	1	2	5802058	12		OTHERWISE
169521068	110040	4969004	2	1	2	4953052	32		IFA: Migraine (346.0x-346.9x)
137282061	110040	49706007	1	1	1	1394053	31		IFA: Acne rosacea
174337063	110040	49708008	1	2	1	9550326059	12		OTHERWISE
176634061	110040	95087004	4	1	4	4487052	31		IFA: Vermilion border of lip
176635060	110040	95087004	5	1	5	4517055	11		OTHERWISE
176640067	110040	95230004	1	1	1	4174054	11		OTHERWISE
176645063	110040	95315005	1	1	1	4399057	12		OTHERWISE
176649068	110040	95324001	1	1	1	1451057	12		OTHERWISE
176655064	110040	95412009	1	1	1	1063059	32		IFA: Jaw (524.60-524.69)
176658062	110040	95417003	1	1	1	1587054	12		OTHERWISE
176659069	110040	95418008	1	1	1	1580051	11		OTHERWISE
176665069	110040	95453001	1	1	1	5812052	11		OTHERWISE
162420065	110040	95473006	1	1	1	1065053	12		OTHERWISE
176669064	110040	95549001	3	1	3	2372055	31		IFA: Hemorrhage: Secondary or recurrent following trauma
176672065	110040	95549001	6	1	6	8537051	32		IFA: Traumatic rupture of blood vessel:  abdomen and pelvis (902.x)
176675067	110040	95549001	9	1	9	997057	12		OTHERWISE
176677060	110040	95563007	2	1	2	4663059	31		IFA: Fibrocystic disease of pancreas, with meconium ileus
176678069	110040	95563007	3	1	3	9542064051	31		IFA: Fibrocystic disease of pancreas,  with pulmonary manifestations
176683062	110040	95563007	8	1	8	6382056	11		OTHERWISE
176684067	110040	95566004	1	1	1	1165051	12		OTHERWISE
176688065	110040	95575002	2	1	2	6418052	11		OTHERWISE
176689063	110040	95655001	1	1	1	4952055	11		OTHERWISE
176690066	110040	95657009	1	1	1	4964050	31		IFA: Atypical face pain
176691065	110040	95657009	2	1	2	4953052	32		IFA: Migraine (346.0x-346.9x)
176692064	110040	95657009	3	1	3	543054	31		IFA: Tension headache
176700068	110040	95689000	1	1	1	717050	11		OTHERWISE
176707066	110040	95800001	1	1	1	5554057	11		OTHERWISE
176715069	110040	95854004	1	1	1	2253058	12		OTHERWISE
163107068	110040	95898004	1	1	1	2611054	31		IFA: Venomous
163108064	110040	95898004	2	1	2	8671052	31		IFA: Nonvenomous - superficial injury - no infection
176722062	110040	95898004	3	2	3	100051	0		OTHERWISE
176723066	110040	9631008	1	1	1	7017056	11		OTHERWISE
176725060	110040	9707006	1	1	1	1107058	11		OTHERWISE
163258062	110040	9826008	1	1	1	793050	12		OTHERWISE
176730061	110040	9991008	1	1	1	1250058	32		GAMR: Female (625.0-625.9)
176732068	110040	9991008	3	1	3	6489053	32		IFA: Male (608.0-608.9)
176734069	110040	9991008	5	1	5	1980057	31		IFA: Renal colic
146620069	110040	71792006	4	1	4	9549783051	31		IFA: Neonatal bradycardia
146621068	110040	71792006	5	1	5	9549784058	31		IFA: Neonatal tachycardia
175377062	110040	7183006	1	1	1	1665052	12		OTHERWISE
175378066	110040	71884009	1	1	1	1960058	11		OTHERWISE
146676062	110040	71897006	1	1	1	998054	12		OTHERWISE
146688060	110040	71932004	1	1	1	5711051	32		IFA: That due to hypertension (402.0-402.9x)
146689067	110040	71932004	2	1	2	5803050	11		OTHERWISE
175383064	110040	71984005	3	1	3	422051	31		IFA: Reactive depressive psychosis
175386066	110040	7199000	1	1	1	7514055	11		OTHERWISE
175387063	110040	71994000	1	1	1	2073059	11		OTHERWISE
175395064	110040	72292009	1	1	1	1695057	11		OTHERWISE
175396063	110040	72298008	1	1	1	1442052	11		OTHERWISE
175399069	110040	72325004	2	1	2	4558054	11		OTHERWISE
175403061	110040	72552008	1	1	1	1811054	11		OTHERWISE
175407060	110040	72658003	1	1	1	1423053	11		OTHERWISE
175409062	110040	72779005	1	1	1	100051	31		IFA: Fistula of rectum to,internal organs
175413068	110040	72863001	1	1	1	6059052	31		IFA: Respiratory distress,following trauma and surgery
175416061	110040	72863001	4	1	4	6059052	31		IFA: Respiratory distress,adult
175420062	110040	72863001	8	1	8	9542104051	31		IFA: Respiratory failure newborn
175421063	110040	72863001	9	1	9	1935058	11		OTHERWISE
175429061	110040	72950008	1	1	1	1087057	11		OTHERWISE
175431069	110040	72951007	2	1	2	9535341050	31		IFA: Umbilical hernia with obstruction
175440068	110040	7339009	1	1	1	4998059	11		OTHERWISE
175445064	110040	73507002	2	1	2	1613050	31		IFA: Osteochondrosis of spine adult
175448062	110040	73589001	1	1	1	7032050	11		OTHERWISE
175453066	110040	73867007	2	1	2	561058	31		IFA: Depression NOS
175454061	110040	73867007	3	1	3	445058	31		IFA: Reactive depression (neurotic)
175456064	110040	73867007	5	1	5	423059	31		IFA: Reactive excitation
175459065	110040	73867007	8	1	8	4786057	11		OTHERWISE
147580067	110040	73962000	1	1	1	9550315052	11		OTHERWISE
175463064	110040	73973007	1	1	1	8355059	11		OTHERWISE
175464069	110040	73998008	1	1	1	6531058	12		OTHERWISE
175466066	110040	74107003	1	1	1	255057	11		OTHERWISE
175467063	110040	74285003	1	1	1	1972051	31		IFA: abdominal distention (gaseous)
175474067	110040	74285003	8	1	8	2002050	11		OTHERWISE
175479063	110040	74333002	4	1	4	4907058	11		OTHERWISE
175480060	110040	74345006	1	1	1	1765056	12		OTHERWISE
175481061	110040	74390002	1	1	1	5786051	11		OTHERWISE
175485069	110040	74450001	3	1	3	6586057	32		IFA: Spontaneous abortion complicated by metabolic disorder (634.4x)
175487062	110040	74450001	5	1	5	6606054	32		IFA: illegally induced abortion complicated by metabnolic disorder (636.4x)
175493069	110040	74506000	1	1	1	550053	31		IFA: Bereavement as adjustment reaction
175494064	110040	74506000	2	1	2	2890053	11		OTHERWISE
175495063	110040	74576004	1	1	1	382050	12		OTHERWISE
175497065	110040	7461003	1	1	1	4873059	11		OTHERWISE
147865065	110040	74615001	1	1	1	969050	31		IFA: Sinus bradycardia NOS
175508066	110040	74699008	1	1	1	8741052	11		OTHERWISE
175514060	110040	74776002	2	1	2	882056	11		OTHERWISE
175517066	110040	74808006	1	1	1	1716053	31		IFA: Congenital
175519069	110040	74814004	1	1	1	2337058	11		OTHERWISE
147958064	110040	74882009	1	1	1	9163055	11		OTHERWISE
175522066	110040	74882009	2	2	2	9555427054	22		PR:suicide
175527061	110040	75047002	1	1	1	1584055	12		OTHERWISE
175530067	110040	75051000	3	1	3	321058	32		IFA: Other disorders of fluid, electrolyte, and acid-base balance (276.0-276.9)
148033068	110040	75053002	1	1	1	5869051	11		OTHERWISE
175536062	110040	75183008	1	1	1	2060058	11		OTHERWISE
175542063	110040	7523003	1	1	1	9102054	11		OTHERWISE
175545061	110040	75308009	1	1	1	2233057	11		OTHERWISE
175551065	110040	7550008	1	1	1	7578050	31		IFA: Respiratory distress syndrome
175554063	110040	75544000	1	1	1	4833052	12		OTHERWISE
148277067	110040	75570004	1	1	1	5984059	12		OTHERWISE
175555062	110040	75591007	1	1	1	2226057	31		IFA: Dupuytren's fracture, Closed
175558060	110040	75591007	3	1	3	2226057	31		IFA: Ankle, Closed
175567060	110040	75694006	2	1	2	1136058	11		OTHERWISE
175569062	110040	7573000	1	1	1	4625054	11		OTHERWISE
175570061	110040	75789001	1	1	1	1412054	11		OTHERWISE
175575065	110040	75817003	4	1	4	5894052	31		IFA: Thrombophlebitis of breast Mondor's disease
175576066	110040	75817003	5	1	5	1204056	11		OTHERWISE
175579060	110040	75884004	1	1	1	5906059	11		OTHERWISE
175581063	110040	7602002	1	1	1	8131056	12		OTHERWISE
175584065	110040	76050008	2	1	2	4713059	31		IFA: Hemoglobin M Hb-M diseaes
175589061	110040	76107001	1	1	1	7058050	12		OTHERWISE
175598063	110040	7632005	1	1	1	6885052	11		OTHERWISE
175600068	110040	76407009	1	1	1	9553149053	11		OTHERWISE
175604060	110040	76441001	4	1	4	422051	31		IFA: Reactive depresion: psychosis
175605064	110040	76441001	5	1	5	423059	31		IFA: Reactive excitation
175607066	110040	76441001	7	1	7	422051	31		IFA: Reactive depressive psychosis
175610060	110040	76498008	1	1	1	1262059	32		IFA: Menopausal and premenopausal disorders (627.0-627.9)
175612067	110040	76498008	3	1	3	9545032051	31		IFA: Premature menopause
175615069	110040	76545008	1	1	1	6829056	11		OTHERWISE
175618066	110040	76612001	1	1	1	9553149053	11		OTHERWISE
175619064	110040	76618002	1	1	1	1178051	12		OTHERWISE
175621068	110040	7674000	1	1	1	7077052	11		OTHERWISE
175623066	110040	76783007	1	1	1	6339057	12		OTHERWISE
175624061	110040	76795007	1	1	1	3516059	11		OTHERWISE
175631062	110040	76902006	4	1	4	6612057	32		IFA: Abortion, unspecified as to completion or legality, complicated by genital tract and pelvic infection(637.0x)
175632068	110040	76902006	5	1	5	6624051	31		IFA: Failed attempted abortion complicated by genital tract and pelvic infection
175638067	110040	76916001	2	1	2	7486053	11		OTHERWISE
175639060	110040	76976005	1	1	1	5480059	12		OTHERWISE
175642065	110040	77090002	1	1	1	1391058	11		OTHERWISE
175643061	110040	77091003	1	1	1	4607055	11		OTHERWISE
175648069	110040	77176002	4	1	4	502054	11		OTHERWISE
175654065	110040	77493009	1	1	1	2141050	12		OTHERWISE
175658068	110040	77692006	1	1	1	1841051	12		OTHERWISE
175659061	110040	77803008	1	1	1	2226057	31		IFA: Dupuytren's fracture, Closed
175663067	110040	77803008	4	1	4	7907051	31		IFA: Ankle, Open
175664062	110040	77803008	5	1	5	2173057	31		IFA: Radius, Closed
175665061	110040	77803008	6	1	6	2177056	31		IFA: Radius, Open
175669066	110040	77880009	1	1	1	1124051	11		OTHERWISE
175675063	110040	77911002	6	1	6	445058	31		IFA: Neurotic depression
175676062	110040	77911002	7	1	7	422051	31		IFA: Reactive depressive psychosis
175677065	110040	77911002	8	1	8	4786057	11		OTHERWISE
149344062	110040	77956009	1	1	1	9554998053	11		OTHERWISE
175679068	110040	77970009	1	1	1	5709055	11		OTHERWISE
175681065	110040	78004001	1	1	1	4850054	11		OTHERWISE
175688060	110040	78267003	1	1	1	498055	32		IFA: Alcohol dependence syndrome (303.0x-303.9x)
175692066	110040	78267003	5	1	5	4844057	12		OTHERWISE
175693062	110040	78269000	1	1	1	406050	32		IFA: Circular type, if previous attack of depression(296.4x)
175694067	110040	78269000	2	1	2	445058	31		IFA: Neurotic depression
175696069	110040	78269000	4	1	4	423059	31		IFA: Reactive excitation
175698065	110040	78275009	1	1	1	9570414053	11		OTHERWISE
175700062	110040	78370002	1	1	1	5541051	12		OTHERWISE
175703060	110040	78431007	1	1	1	6002052	11		OTHERWISE
175709061	110040	7847004	4	1	4	6131054	11		OTHERWISE
175711069	110040	78622004	1	1	1	6500052	11		OTHERWISE
175717068	110040	78667006	5	1	5	405054	32		IFA: Manic-depressive psychosis
149705067	110040	78768009	1	1	1	798059	11		OTHERWISE
175727063	110040	78868004	1	1	1	5595059	11		OTHERWISE
175730069	110040	7890003	3	1	3	1485056	12		OTHERWISE
149765065	110040	78946008	1	1	1	6890050	11		OTHERWISE
175737067	110040	7916009	1	1	1	4997051	11		OTHERWISE
175747065	110040	79216009	7	1	7	6480052	31		IFA: Other inflammatory disorders of penis
175748061	110040	79216009	8	1	8	1197051	31		IFA: Other inflammatory disorders of male genital organs
175749068	110040	79216009	9	1	9	7590052	31		IFA: Umbilicus
175752061	110040	79298009	2	1	2	561058	31		IFA: Depression NOS
175755064	110040	79298009	5	1	5	423059	31		IFA: Reactive excitation
175756063	110040	79298009	6	1	6	445058	31		IFA: Neurotic depression
175760060	110040	79353000	1	1	1	7161053	11		OTHERWISE
150087067	110040	79631006	1	1	1	1831053	11		OTHERWISE
175774066	110040	79688008	1	1	1	1043053	11		OTHERWISE
175776068	110040	7973008	1	1	1	763057	12		OTHERWISE
150174064	110040	79879001	1	1	1	9553692057	11		OTHERWISE
175779062	110040	79883001	1	1	1	4404055	31		IFA: Cystadenoma benign serous
150186061	110040	79890006	3	1	3	9536571050	11		OTHERWISE
175787061	110040	79922009	2	1	2	1196055	32		GAMR: Male: Symptoms referable to genital organs (607.0-607.9)
175788065	110040	79922009	3	1	3	6489053	32		GAMR: Male: Symptoms referable to genital organs (608.0-608.9)
